id;periodo;central;agente;agente_descripcion;region;categoria_region;tipo_maquina;fuente_generacion;tecnologia;potencia_instalada_mw;fecha_proceso;lote_id_log;mes;indice_tiempo;anio
132;1/10/2015 00:00;LDCU;CTMENZAG;C. TERMICAS MENDOZA SA;CUYO;Cuyo;TG;Térmica;Ciclos Combinados;249.82;2018-10-08 15:47:17.851306;4;10;2015-10;2015
133;1/10/2015 00:00;LDCU;CTMENZAG;C. TERMICAS MENDOZA SA;CUYO;Cuyo;TV;Térmica;Ciclos Combinados;124.39;2018-10-08 15:47:17.851306;4;10;2015-10;2015
134;1/10/2015 00:00;LDCU;CTMENZAG;C. TERMICAS MENDOZA SA;CUYO;Cuyo;TV;Térmica;Turbovapor;120;2018-10-08 15:47:17.851306;4;10;2015-10;2015
135;1/10/2015 00:00;LDCUHI;PAHCTMEG;PAH CT MENDOZA - ENARSA;CUYO;Cuyo;HI;Hidráulica;Hidráulica;1;2018-10-08 15:47:17.851306;4;10;2015-10;2015
136;1/10/2015 00:00;LDLA;PAMPAENG;C.T. LOMA DE LA LATA S.A.;COMAHUE;Comahue;TG;Térmica;Ciclos Combinados;375;2018-10-08 15:47:17.851306;4;10;2015-10;2015
137;1/10/2015 00:00;LDLA;PAMPAENG;C.T. LOMA DE LA LATA S.A.;COMAHUE;Comahue;TV;Térmica;Ciclos Combinados;165;2018-10-08 15:47:17.851306;4;10;2015-10;2015
138;1/10/2015 00:00;LEVA;EPECORDG;EPEC GENERACION;CENTRO;Centro;DI;Térmica;Motor Diesel;10.78;2018-10-08 15:47:17.851306;4;10;2015-10;2015
139;1/10/2015 00:00;LEVA;EPECORDG;EPEC GENERACION;CENTRO;Centro;TG;Térmica;Turbina a gas;53.5;2018-10-08 15:47:17.851306;4;10;2015-10;2015
140;1/10/2015 00:00;LIBE;CTLIBESG;CT LIBERTADOR GSM - SULLAIR;NOROESTE;Noa;DI;Térmica;Motor Diesel;15.26;2018-10-08 15:47:17.851306;4;10;2015-10;2015
141;1/10/2015 00:00;LINC;CTLINCSG;CT LINCOLN - SOENERGY;BUENOS AIRES;Gba - Litoral - Buenos Aires;DI;Térmica;Motor Diesel;15;2018-10-08 15:47:17.851306;4;10;2015-10;2015
142;1/10/2015 00:00;LMADHI;HIDMADEG;HIDROELECTRICA LAS MADERAS;NOROESTE;Noa;HI;Hidráulica;Hidráulica;30.6;2018-10-08 15:47:17.851306;4;10;2015-10;2015
143;1/10/2015 00:00;LMO1HI;EPECORDG;EPEC GENERACION;CENTRO;Centro;HI;Hidráulica;Hidráulica;52;2018-10-08 15:47:17.851306;4;10;2015-10;2015
144;1/10/2015 00:00;LMO2HI;EPECORDG;EPEC GENERACION;CENTRO;Centro;HI;Hidráulica;Hidráulica;4.5;2018-10-08 15:47:17.851306;4;10;2015-10;2015
145;1/10/2015 00:00;LOBO;CTLOBOSG;CT LOBOS BS.AS - SULLAIR;BUENOS AIRES;Gba - Litoral - Buenos Aires;DI;Térmica;Motor Diesel;15.68;2018-10-08 15:47:17.851306;4;10;2015-10;2015
146;1/10/2015 00:00;LOM4EO;CELOMABG;C.EOLICA LOMA BLANCA IV-ENARSA;PATAGONICA;Patagonia;EO;Renovable;Eólica;50;2018-10-08 15:47:17.851306;4;10;2015-10;2015
147;1/10/2015 00:00;LPAL;CTLPALTG;CT LAS PALMAS -TURBODISEL;NORESTE;Nea;DI;Térmica;Motor Diesel;6;2018-10-08 15:47:17.851306;4;10;2015-10;2015
148;1/10/2015 00:00;LPAZ;CTLAPAZG;CT LA PAZ Entre Rios - ENARSA;LITORAL;Gba - Litoral - Buenos Aires;DI;Térmica;Motor Diesel;10.8;2018-10-08 15:47:17.851306;4;10;2015-10;2015
149;1/10/2015 00:00;LPLA;CTLAPLSG;CT LA PLATA - SULLAIR;GRAN BS.AS.;Gba - Litoral - Buenos Aires;DI;Térmica;Motor Diesel;40.4;2018-10-08 15:47:17.851306;4;10;2015-10;2015
150;1/10/2015 00:00;LQUIHI;HRHONDOG;HIDROELECTRICA RIO HONDO SA;NOROESTE;Noa;HI;Hidráulica;Hidráulica;2;2018-10-08 15:47:17.851306;4;10;2015-10;2015
151;1/10/2015 00:00;LREYHB;HIDIAMAG;H. DIAMANTE SA;CUYO;Cuyo;HB;Hidráulica;Hidráulica;224;2018-10-08 15:47:17.851306;4;10;2015-10;2015
152;1/10/2015 00:00;LRID;CTLARISG;CT LA RIOJA - SECCO;NOROESTE;Noa;DI;Térmica;Motor Diesel;19.2;2018-10-08 15:47:17.851306;4;10;2015-10;2015
153;1/10/2015 00:00;LRIO;GRIOJANG;GENERACION RIOJANA SA;NOROESTE;Noa;DI;Térmica;Motor Diesel;4;2018-10-08 15:47:17.851306;4;10;2015-10;2015
154;1/10/2015 00:00;LRIO;GRIOJANG;GENERACION RIOJANA SA;NOROESTE;Noa;TG;Térmica;Turbina a gas;38;2018-10-08 15:47:17.851306;4;10;2015-10;2015
155;1/10/2015 00:00;LRIP;EDELARFG;EDELAR GENERACION;NOROESTE;Noa;DI;Térmica;Motor Diesel;6.66;2018-10-08 15:47:17.851306;4;10;2015-10;2015
156;1/10/2015 00:00;LRIS;CTLARSSG;CT LA RIOJA SUR- SECCO;NOROESTE;Noa;DI;Térmica;Motor Diesel;10;2018-10-08 15:47:17.851306;4;10;2015-10;2015
157;1/10/2015 00:00;LUJAHI;PAHLUJAG;PAH LA LUJANITA - ENARSA;CUYO;Cuyo;HI;Hidráulica;Hidráulica;1.7;2018-10-08 15:47:17.851306;4;10;2015-10;2015
158;1/10/2015 00:00;LVAR;EPECORDG;EPEC GENERACION;CENTRO;Centro;DI;Térmica;Motor Diesel;5.6;2018-10-08 15:47:17.851306;4;10;2015-10;2015
159;1/10/2015 00:00;LVINHI;EPECORDG;EPEC GENERACION;CENTRO;Centro;HI;Hidráulica;Hidráulica;16;2018-10-08 15:47:17.851306;4;10;2015-10;2015
160;1/10/2015 00:00;MAGD;CTMAGAPG;CT MAGDALENA - APR ENERGY;GRAN BS.AS.;Gba - Litoral - Buenos Aires;DI;Térmica;Motor Diesel;25;2018-10-08 15:47:17.851306;4;10;2015-10;2015
161;1/10/2015 00:00;MATHEU;CTMATHEG;CT MATHEU - EMGASUD;GRAN BS.AS.;Gba - Litoral - Buenos Aires;TG;Térmica;Turbina a gas;40;2018-10-08 15:47:17.851306;4;10;2015-10;2015
162;1/10/2015 00:00;MDAJ;CATLANTG;C.COSTA ATLANTICA;BUENOS AIRES;Gba - Litoral - Buenos Aires;TG;Térmica;Turbina a gas;30;2018-10-08 15:47:17.851306;4;10;2015-10;2015
163;1/10/2015 00:00;MDPA;CATLANTG;C.COSTA ATLANTICA;BUENOS AIRES;Gba - Litoral - Buenos Aires;TG;Térmica;Turbina a gas;120.88;2018-10-08 15:47:17.851306;4;10;2015-10;2015
164;1/10/2015 00:00;MDPA;CATLANTG;C.COSTA ATLANTICA;BUENOS AIRES;Gba - Litoral - Buenos Aires;TV;Térmica;Turbovapor;56;2018-10-08 15:47:17.851306;4;10;2015-10;2015
165;1/10/2015 00:00;MIR1;CTMIRMEG;CT MIRAMAR I - ENERGYST;BUENOS AIRES;Gba - Litoral - Buenos Aires;DI;Térmica;Motor Diesel;20;2018-10-08 15:47:17.851306;4;10;2015-10;2015
166;1/10/2015 00:00;MJUA;EPECORDG;EPEC GENERACION;CENTRO;Centro;DI;Térmica;Motor Diesel;13.164;2018-10-08 15:47:17.851306;4;10;2015-10;2015
167;1/10/2015 00:00;MMAR;GMEDIPLG;GEN.MEDITERRANEA (CONT.PLUS);CENTRO;Centro;TG;Térmica;Turbina a gas;120;2018-10-08 15:47:17.851306;4;10;2015-10;2015
168;1/10/2015 00:00;MMAR;GMEDIT5G;GEN.MEDITERRANEA GRUPO 5;CENTRO;Centro;TG;Térmica;Turbina a gas;60;2018-10-08 15:47:17.851306;4;10;2015-10;2015
169;1/10/2015 00:00;MMAR;GMEDITEG;GEN.MEDITERRANEA (EX ENRON);CENTRO;Centro;TG;Térmica;Ciclos Combinados;68;2018-10-08 15:47:17.851306;4;10;2015-10;2015
170;1/10/2015 00:00;NECO;CATLANTG;C.COSTA ATLANTICA;BUENOS AIRES;Gba - Litoral - Buenos Aires;TV;Térmica;Turbovapor;204;2018-10-08 15:47:17.851306;4;10;2015-10;2015
171;1/10/2015 00:00;NECOEO;SEAENERG;SEA ENERGY PARQUE EOLICO;BUENOS AIRES;Gba - Litoral - Buenos Aires;EO;Renovable;Eólica;0.25;2018-10-08 15:47:17.851306;4;10;2015-10;2015
172;1/10/2015 00:00;NEMO;UGMNEA1G;UGEM 05 - NEA - ENARSA;(en blanco);Unidades Móviles;GM;Térmica;Motor Diesel;19.6;2018-10-08 15:47:17.851306;4;10;2015-10;2015
173;1/10/2015 00:00;NEMO;UGMNEA2G;UGEM 06 - NEA - ENARSA;(en blanco);Unidades Móviles;GM;Térmica;Motor Diesel;19.999;2018-10-08 15:47:17.851306;4;10;2015-10;2015
174;1/10/2015 00:00;NEMO;UGMNEA3G;UGEM 09 - NEA - ENARSA;(en blanco);Unidades Móviles;GM;Térmica;Motor Diesel;19.992;2018-10-08 15:47:17.851306;4;10;2015-10;2015
175;1/10/2015 00:00;NIH1HI;HINIHUIG;HIDROELECTRICA LOS NIHUILES SA;CUYO;Cuyo;HI;Hidráulica;Hidráulica;72;2018-10-08 15:47:17.851306;4;10;2015-10;2015
176;1/10/2015 00:00;NIH2HI;HINIHUIG;HIDROELECTRICA LOS NIHUILES SA;CUYO;Cuyo;HI;Hidráulica;Hidráulica;110;2018-10-08 15:47:17.851306;4;10;2015-10;2015
177;1/10/2015 00:00;NIH3HI;HINIHUIG;HIDROELECTRICA LOS NIHUILES SA;CUYO;Cuyo;HI;Hidráulica;Hidráulica;42;2018-10-08 15:47:17.851306;4;10;2015-10;2015
178;1/10/2015 00:00;NIH4HI;HNIHUIVG;HIDR NIHUIL IV (EMSE SE);CUYO;Cuyo;HI;Hidráulica;Hidráulica;18;2018-10-08 15:47:17.851306;4;10;2015-10;2015
179;1/10/2015 00:00;NOMO;UGMNOA1G;UGEM 10 - NOA - ENARSA;(en blanco);Unidades Móviles;GM;Térmica;Motor Diesel;19.992;2018-10-08 15:47:17.851306;4;10;2015-10;2015
180;1/10/2015 00:00;NPUE;CPUERTOG;CENTRAL PUERTO SA;GRAN BS.AS.;Gba - Litoral - Buenos Aires;TG;Térmica;Ciclos Combinados;516;2018-10-08 15:47:17.851306;4;10;2015-10;2015
181;1/10/2015 00:00;NPUE;CPUERTOG;CENTRAL PUERTO SA;GRAN BS.AS.;Gba - Litoral - Buenos Aires;TV;Térmica;Ciclos Combinados;282;2018-10-08 15:47:17.851306;4;10;2015-10;2015
182;1/10/2015 00:00;NPUE;CPUERTOG;CENTRAL PUERTO SA;GRAN BS.AS.;Gba - Litoral - Buenos Aires;TV;Térmica;Turbovapor;390;2018-10-08 15:47:17.851306;4;10;2015-10;2015
183;1/10/2015 00:00;OBER;EMISSANG;EMSA GENERACION;NORESTE;Nea;TG;Térmica;Turbina a gas;12;2018-10-08 15:47:17.851306;4;10;2015-10;2015
184;1/10/2015 00:00;OLAD;CTOLAVAG;CT OLAVARRIA - EMGASUD;BUENOS AIRES;Gba - Litoral - Buenos Aires;TG;Térmica;Turbina a gas;38.8;2018-10-08 15:47:17.851306;4;10;2015-10;2015
185;1/10/2015 00:00;ORAD;CTORANSG;CT ORAN - SECCO;NOROESTE;Noa;DI;Térmica;Motor Diesel;15;2018-10-08 15:47:17.851306;4;10;2015-10;2015
186;1/10/2015 00:00;ORAN;EDESASAG;EDESASA GENERACION;NOROESTE;Noa;DI;Térmica;Motor Diesel;3.8;2018-10-08 15:47:17.851306;4;10;2015-10;2015
187;1/10/2015 00:00;PAGUHI;HPAGUILG;HIDR. PIEDRA DEL AGUILA S.A.;COMAHUE;Comahue;HI;Hidráulica;Hidráulica;1400;2018-10-08 15:47:17.851306;4;10;2015-10;2015
188;1/10/2015 00:00;PAMO;UGMBAI1G;UGEM 11 - BA INT - ENARSA;(en blanco);Unidades Móviles;GM;Térmica;Motor Diesel;20;2018-10-08 15:47:17.851306;4;10;2015-10;2015
189;1/10/2015 00:00;PARA;CTPARANG;CT PARANA - EMGASUD;LITORAL;Gba - Litoral - Buenos Aires;TG;Térmica;Turbina a gas;40;2018-10-08 15:47:17.851306;4;10;2015-10;2015
190;1/10/2015 00:00;PATA;ESURESUG;ENERGIA DEL SUR S.A.;PATAGONICA;Patagonia;TG;Térmica;Ciclos Combinados;76.4;2018-10-08 15:47:17.851306;4;10;2015-10;2015
191;1/10/2015 00:00;PATA;ESURESUG;ENERGIA DEL SUR S.A.;PATAGONICA;Patagonia;TV;Térmica;Ciclos Combinados;48.7;2018-10-08 15:47:17.851306;4;10;2015-10;2015
192;1/10/2015 00:00;PBANHI;HCERROCG;HIDR. CERROS COLORADOS S.A.;COMAHUE;Comahue;HI;Hidráulica;Hidráulica;472;2018-10-08 15:47:17.851306;4;10;2015-10;2015
193;1/10/2015 00:00;PEHU;CTPEHUSG;CT PEHUAJO - SOENERGY;BUENOS AIRES;Gba - Litoral - Buenos Aires;DI;Térmica;Motor Diesel;22.4;2018-10-08 15:47:17.851306;4;10;2015-10;2015
194;1/10/2015 00:00;PICA;CTPINDSG;CT PARQUE INDUSTR.CATAM-SECCO;NOROESTE;Noa;DI;Térmica;Motor Diesel;15;2018-10-08 15:47:17.851306;4;10;2015-10;2015
195;1/10/2015 00:00;PILA;CTPILARG;CT PILAR - EPEC;CENTRO;Centro;TG;Térmica;Ciclos Combinados;330;2018-10-08 15:47:17.851306;4;10;2015-10;2015
196;1/10/2015 00:00;PILA;CTPILARG;CT PILAR - EPEC;CENTRO;Centro;TV;Térmica;Ciclos Combinados;136;2018-10-08 15:47:17.851306;4;10;2015-10;2015
197;1/10/2015 00:00;PILA;EPECORDG;EPEC GENERACION;CENTRO;Centro;TV;Térmica;Turbovapor;200;2018-10-08 15:47:17.851306;4;10;2015-10;2015
198;1/10/2015 00:00;PINA;CTPINAMG;CT PINAMAR - EMGASUD;BUENOS AIRES;Gba - Litoral - Buenos Aires;TG;Térmica;Turbina a gas;20.5;2018-10-08 15:47:17.851306;4;10;2015-10;2015
199;1/10/2015 00:00;PIQI;CTPIQUIG;CENTRAL TERMICA PIQUIRENDA;NOROESTE;Noa;DI;Térmica;Motor Diesel;30.4;2018-10-08 15:47:17.851306;4;10;2015-10;2015
200;1/10/2015 00:00;PIRA;CTPIRASG;CT PIRANE - SULLAIR;NORESTE;Nea;DI;Térmica;Motor Diesel;15;2018-10-08 15:47:17.851306;4;10;2015-10;2015
201;1/10/2015 00:00;PMAD;CTPATAGG;C.T. PATAGONICAS SA;PATAGONICA;Patagonia;TG;Térmica;Turbina a gas;42;2018-10-08 15:47:17.851306;4;10;2015-10;2015
202;1/10/2015 00:00;PMORHI;EPECORDG;EPEC GENERACION;CENTRO;Centro;HI;Hidráulica;Hidráulica;6.3;2018-10-08 15:47:17.851306;4;10;2015-10;2015
203;1/10/2015 00:00;PNUE;CPUERTOG;CENTRAL PUERTO SA;GRAN BS.AS.;Gba - Litoral - Buenos Aires;TV;Térmica;Turbovapor;589;2018-10-08 15:47:17.851306;4;10;2015-10;2015
204;1/10/2015 00:00;POSA;EMISSANG;EMSA GENERACION;NORESTE;Nea;TG;Térmica;Turbina a gas;21;2018-10-08 15:47:17.851306;4;10;2015-10;2015
205;1/10/2015 00:00;PPAT;CTPATRTG;CT PASO LA PATRIA-TURBODISEL;NORESTE;Nea;DI;Térmica;Motor Diesel;4.81;2018-10-08 15:47:17.851306;4;10;2015-10;2015
206;1/10/2015 00:00;PPLEHI;PPLEUFUG;PICHI PICUN LEUFU;COMAHUE;Comahue;HI;Hidráulica;Hidráulica;285;2018-10-08 15:47:17.851306;4;10;2015-10;2015
207;1/10/2015 00:00;PPNO;GENELTUG;GENERADORA ELEC.TUCUMAN SA;NOROESTE;Noa;TG;Térmica;Turbina a gas;232;2018-10-08 15:47:17.851306;4;10;2015-10;2015
208;1/10/2015 00:00;PTR1;CTPATAGG;C.T. PATAGONICAS SA;PATAGONICA;Patagonia;TG;Térmica;Turbina a gas;45;2018-10-08 15:47:17.851306;4;10;2015-10;2015
209;1/10/2015 00:00;PVIEHI;HTUCUMAG;HIDROELECTRICA TUCUMAN SA;NOROESTE;Noa;HI;Hidráulica;Hidráulica;15;2018-10-08 15:47:17.851306;4;10;2015-10;2015
210;1/10/2015 00:00;QULLHI;QULLUMJG;QUEBRADA ULLUM - EPSE;CUYO;Cuyo;HI;Hidráulica;Hidráulica;45;2018-10-08 15:47:17.851306;4;10;2015-10;2015
211;1/10/2015 00:00;RAFA;CTRAFASG;CT RAFAELA - SECCO;LITORAL;Gba - Litoral - Buenos Aires;DI;Térmica;Motor Diesel;19.2;2018-10-08 15:47:17.851306;4;10;2015-10;2015
212;1/10/2015 00:00;RAW1EO;PERAWS1G;P.EOLICO RAWSON I - ENARSA;PATAGONICA;Patagonia;EO;Renovable;Eólica;48.6;2018-10-08 15:47:17.851306;4;10;2015-10;2015
213;1/10/2015 00:00;RAW2EO;PERAWS2G;P.EOLICO RAWSON II - ENARSA;PATAGONICA;Patagonia;EO;Renovable;Eólica;28.8;2018-10-08 15:47:17.851306;4;10;2015-10;2015
214;1/10/2015 00:00;RCUA;EPECORDG;EPEC GENERACION;CENTRO;Centro;TG;Térmica;Turbina a gas;32;2018-10-08 15:47:17.851306;4;10;2015-10;2015
215;1/10/2015 00:00;REAL;CTREALSG;CT REALICO - SECCO;COMAHUE;Comahue;DI;Térmica;Motor Diesel;24;2018-10-08 15:47:17.851306;4;10;2015-10;2015
216;1/10/2015 00:00;REOLHI;EPECORDG;EPEC GENERACION;CENTRO;Centro;HI;Hidráulica;Hidráulica;33;2018-10-08 15:47:17.851306;4;10;2015-10;2015
217;1/10/2015 00:00;RESC;CTREMEAG;C.T.REMED.DE ESCALADA -AGGREKO;GRAN BS.AS.;Gba - Litoral - Buenos Aires;DI;Térmica;Motor Diesel;25;2018-10-08 15:47:17.851306;4;10;2015-10;2015
218;1/10/2015 00:00;RGDEHB;EPECORDG;EPEC GENERACION;CENTRO;Centro;HB;Hidráulica;Hidráulica;750;2018-10-08 15:47:17.851306;4;10;2015-10;2015
219;1/10/2015 00:00;RHONHI;HRHONDOG;HIDROELECTRICA RIO HONDO SA;NOROESTE;Noa;HI;Hidráulica;Hidráulica;15;2018-10-08 15:47:17.851306;4;10;2015-10;2015
220;1/10/2015 00:00;ROCA;CTROCARG;CT ROCA SA;COMAHUE;Comahue;TG;Térmica;Turbina a gas;130;2018-10-08 15:47:17.851306;4;10;2015-10;2015
221;1/10/2015 00:00;ROMEHI;CHJROMEG;CENTRAL JULIAN ROMERO 5 SALTOS;COMAHUE;Comahue;HI;Hidráulica;Hidráulica;6.2;2018-10-08 15:47:17.851306;4;10;2015-10;2015
222;1/10/2015 00:00;RREYHI;HREYESYG;HIDROELECTRICA REYES EJSEDSA;NOROESTE;Noa;HI;Hidráulica;Hidráulica;7;2018-10-08 15:47:17.851306;4;10;2015-10;2015
223;1/10/2015 00:00;RSAU;CTMEDANG;C.MEDANITOS-RINCON SAUCES;COMAHUE;Comahue;DI;Térmica;Motor Diesel;32;2018-10-08 15:47:17.851306;4;10;2015-10;2015
224;1/10/2015 00:00;RTER;GENCORDG;GENERADORA CORDOBA S.A.;CENTRO;Centro;TG;Térmica;Turbina a gas;26;2018-10-08 15:47:17.851306;4;10;2015-10;2015
225;1/10/2015 00:00;RUFI;CTRUFING;CT RUFINO Sta Fe - ENARSA;LITORAL;Gba - Litoral - Buenos Aires;DI;Térmica;Motor Diesel;31.9;2018-10-08 15:47:17.851306;4;10;2015-10;2015
226;1/10/2015 00:00;SALOHI;CHSLOMAG;C.H. SALTO DE LA LOMA SIEyE;CUYO;Cuyo;MH;Renovable;Micro Hidráulica;0.55;2018-10-08 15:47:17.851306;4;10;2015-10;2015
227;1/10/2015 00:00;SANDHI;SALANDEG;CENTRAL SALTO ANDERSEN;COMAHUE;Comahue;HI;Hidráulica;Hidráulica;7.9;2018-10-08 15:47:17.851306;4;10;2015-10;2015
228;1/10/2015 00:00;SARC;HTSANJUG;HIDROTERMICA SAN JUAN;CUYO;Cuyo;TG;Térmica;Turbina a gas;30;2018-10-08 15:47:17.851306;4;10;2015-10;2015
229;1/10/2015 00:00;SARN;CTNOASAG;C.T. NOA;NOROESTE;Noa;TG;Térmica;Turbina a gas;10;2018-10-08 15:47:17.851306;4;10;2015-10;2015
230;1/10/2015 00:00;SCTP;EDEABA1G;EDEA GENERACION;BUENOS AIRES;Gba - Litoral - Buenos Aires;DI;Térmica;Motor Diesel;14;2018-10-08 15:47:17.851306;4;10;2015-10;2015
231;1/10/2015 00:00;SFRA;EPECORDG;EPEC GENERACION;CENTRO;Centro;TG;Térmica;Turbina a gas;39;2018-10-08 15:47:17.851306;4;10;2015-10;2015
232;1/10/2015 00:00;SGDEHIAR;CTMSALGG;CTM SALTO GRANDE;LITORAL;Gba - Litoral - Buenos Aires;HI;Hidráulica;Hidráulica;945;2018-10-08 15:47:17.851306;4;10;2015-10;2015
233;1/10/2015 00:00;SGUIHI;CHSGUILG;C.H. SAN GUILLERMO SIEyE;CUYO;Cuyo;MH;Renovable;Micro Hidráulica;0.1;2018-10-08 15:47:17.851306;4;10;2015-10;2015
234;1/10/2015 00:00;SJUAFV;PFOTOSJG;PTA FOTOVOLTAICA S.JUAN I-EPSE;CUYO;Cuyo;FV;Renovable;Solar;1.2;2018-10-08 15:47:17.851306;4;10;2015-10;2015
235;1/10/2015 00:00;SLTO;CTSATOSG;CT SALTO - SOENERGY;BUENOS AIRES;Gba - Litoral - Buenos Aires;DI;Térmica;Motor Diesel;22.5;2018-10-08 15:47:17.851306;4;10;2015-10;2015
236;1/10/2015 00:00;SMAN;CTSMNO3G;C.T.SAN MARTIN NORTE 3- ENARSA;GRAN BS.AS.;Gba - Litoral - Buenos Aires;DI;Renovable;Biogas;5.1;2018-10-08 15:47:17.851306;4;10;2015-10;2015
237;1/10/2015 00:00;SMAR;EDECATKG;EDECAT GENERACION;NOROESTE;Noa;DI;Térmica;Motor Diesel;2.8;2018-10-08 15:47:17.851306;4;10;2015-10;2015
238;1/10/2015 00:00;SMARHI;GEMSAMEG;GENERADORA ELECTRICA MENDOZ.SA;CUYO;Cuyo;HI;Hidráulica;Hidráulica;6.48;2018-10-08 15:47:17.851306;4;10;2015-10;2015
239;1/10/2015 00:00;SMIG;CTSAMING;CT SAN MIGUEL NORTE III-ENARSA;GRAN BS.AS.;Gba - Litoral - Buenos Aires;DI;Renovable;Biogas;11.5;2018-10-08 15:47:17.851306;4;10;2015-10;2015
240;1/10/2015 00:00;SMTU;YPFENERG;YPF ENERGÍA ELECTR.ex PLUSPETG;NOROESTE;Noa;TG;Térmica;Ciclos Combinados;230.7;2018-10-08 15:47:17.851306;4;10;2015-10;2015
241;1/10/2015 00:00;SMTU;YPFENERG;YPF ENERGÍA ELECTR.ex PLUSPETG;NOROESTE;Noa;TV;Térmica;Ciclos Combinados;151.3;2018-10-08 15:47:17.851306;4;10;2015-10;2015
242;1/10/2015 00:00;SNIC;CTSNICOG;C.TERMICA SAN NICOLAS;BUENOS AIRES;Gba - Litoral - Buenos Aires;TG;Térmica;Turbina a gas;25;2018-10-08 15:47:17.851306;4;10;2015-10;2015
243;1/10/2015 00:00;SNIC;CTSNICOG;C.TERMICA SAN NICOLAS;BUENOS AIRES;Gba - Litoral - Buenos Aires;TV;Térmica;Turbovapor;650;2018-10-08 15:47:17.851306;4;10;2015-10;2015
244;1/10/2015 00:00;SOES;EPECORDG;EPEC GENERACION;CENTRO;Centro;TG;Térmica;Turbina a gas;100;2018-10-08 15:47:17.851306;4;10;2015-10;2015
245;1/10/2015 00:00;SORR;CTSORREG;C.TERMICA SORRENTO;LITORAL;Gba - Litoral - Buenos Aires;TV;Térmica;Turbovapor;217;2018-10-08 15:47:17.851306;4;10;2015-10;2015
246;1/10/2015 00:00;SPE2;CTSAE2AG;CT SAENZ PEÑA II- AGGREKO;NORESTE;Nea;DI;Térmica;Motor Diesel;15;2018-10-08 15:47:17.851306;4;10;2015-10;2015
247;1/10/2015 00:00;SPEN;CTSAENAG;CT SAENZ PEÑA - APR ENERGY;NORESTE;Nea;DI;Térmica;Motor Diesel;20;2018-10-08 15:47:17.851306;4;10;2015-10;2015
248;1/10/2015 00:00;SROQHI;EPECORDG;EPEC GENERACION;CENTRO;Centro;HI;Hidráulica;Hidráulica;24;2018-10-08 15:47:17.851306;4;10;2015-10;2015
249;1/10/2015 00:00;SROS;CTSROSTG;CT SANTA ROSA -TURBODISEL;NORESTE;Nea;DI;Térmica;Motor Diesel;6;2018-10-08 15:47:17.851306;4;10;2015-10;2015
250;1/10/2015 00:00;SVIC;CTSANVIG;CT SAN VICENTE BsAs - ENARSA;GRAN BS.AS.;Gba - Litoral - Buenos Aires;DI;Térmica;Motor Diesel;27.6;2018-10-08 15:47:17.851306;4;10;2015-10;2015
251;1/10/2015 00:00;TAND;TERMOANG;C.T. SALTA (TERMOANDES);NOROESTE;Noa;TG;Térmica;Turbina a gas;416;2018-10-08 15:47:17.851306;4;10;2015-10;2015
252;1/10/2015 00:00;TARD;CTTARTSG;CT TARTAGAL - SOENERGY;NOROESTE;Noa;DI;Térmica;Motor Diesel;10;2018-10-08 15:47:17.851306;4;10;2015-10;2015
253;1/10/2015 00:00;TART;EDESASAG;EDESASA GENERACION;NOROESTE;Noa;TG;Térmica;Turbina a gas;20;2018-10-08 15:47:17.851306;4;10;2015-10;2015
254;1/10/2015 00:00;TERV;CTTERESG;CT TEREVINTOS - SECCO;NOROESTE;Noa;DI;Térmica;Motor Diesel;8;2018-10-08 15:47:17.851306;4;10;2015-10;2015
255;1/10/2015 00:00;TIMB;TSMARTIG;TERMOELE. JOSE SAN MARTIN S.A;LITORAL;Gba - Litoral - Buenos Aires;TG;Térmica;Ciclos Combinados;584.84;2018-10-08 15:47:17.851306;4;10;2015-10;2015
256;1/10/2015 00:00;TIMB;TSMARTIG;TERMOELE. JOSE SAN MARTIN S.A;LITORAL;Gba - Litoral - Buenos Aires;TV;Térmica;Ciclos Combinados;280.3;2018-10-08 15:47:17.851306;4;10;2015-10;2015
257;1/10/2015 00:00;TINO;CTTINOSG;CT TINOGASTA - SULLAIR;NOROESTE;Noa;DI;Térmica;Motor Diesel;15;2018-10-08 15:47:17.851306;4;10;2015-10;2015
258;1/10/2015 00:00;TORDEO;CETORDIG;CE EL TORDILLO-VIENTO PATAGON;PATAGONICA;Patagonia;EO;Renovable;Eólica;3;2018-10-08 15:47:17.851306;4;10;2015-10;2015
259;1/10/2015 00:00;TUCU;YPFENERG;YPF ENERGÍA ELECTR.ex PLUSPETG;NOROESTE;Noa;TG;Térmica;Ciclos Combinados;288.4;2018-10-08 15:47:17.851306;4;10;2015-10;2015
260;1/10/2015 00:00;TUCU;YPFENERG;YPF ENERGÍA ELECTR.ex PLUSPETG;NOROESTE;Noa;TV;Térmica;Ciclos Combinados;158.6;2018-10-08 15:47:17.851306;4;10;2015-10;2015
261;1/10/2015 00:00;TUNAHI;AESJURAG;AES JURAMENTO;NOROESTE;Noa;HI;Hidráulica;Hidráulica;10.52;2018-10-08 15:47:17.851306;4;10;2015-10;2015
262;1/10/2015 00:00;ULLUHI;HTSANJUG;HIDROTERMICA SAN JUAN;CUYO;Cuyo;HI;Hidráulica;Hidráulica;42;2018-10-08 15:47:17.851306;4;10;2015-10;2015
263;1/10/2015 00:00;VANG;CTVANGAG;CT VILLA ANGELA - AGGREKO;NORESTE;Nea;DI;Térmica;Motor Diesel;15;2018-10-08 15:47:17.851306;4;10;2015-10;2015
